İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202512-15624;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;30.12.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;2.0;33.7;1.172;0.0;0.0;0.0;30.201;15.2;ALİ KAYA;OPR-1005;2025;12;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;35;27499;412.48;2;2101;31.52;1;1;1;1;33.7;1.2;40;;;100.0;34.73;87.3;30.32
WO-202512-15625;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.12.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;4.4;40.0;1.116;0.0;0.0;0.0;2.73;24.8;MUSTAFA ŞAHİN;OPR-1003;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;41;4064;60.96;5;536;8.04;1;1;1;1;40.0;1.1;45;;;43.95;50.46;83.22;18.46
WO-202512-15626;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.12.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;1.1;26.8;0.866;0.0;2.461;0.0;2.419;39.4;MEHMET DEMİR;OPR-1002;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;29;5711;85.66;1;289;4.33;1;1;1;1;26.8;0.9;50;;Anlık Arıza (Özel Üretim Extruder Hattı Epsilon - Orta Risk);54.36;80.28;89.9;39.24
WO-202512-15627;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;30.12.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;8.0;51.4;1.14;0.0;1.622;0.0;1.193;73.8;ALİ KAYA;OPR-1005;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;53;5280;132.0;7;720;18.0;1;1;1;1;51.4;1.1;90;;Anlık Arıza (Standart Extruder Hattı Zeta - Orta Risk);38.91;76.47;82.57;24.57
WO-202512-15628;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;2.8;43.3;1.82;0.0;2.434;0.0;2.681;15.6;HÜSEYİN ÇELİK;OPR-1004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;42;2510;238.45;3;190;18.05;1;1;1;1;43.3;1.8;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);90.99;57.15;92.24;47.96
WO-202512-15629;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;1.0;22.8;1.086;0.0;0.0;0.0;0.85;66.5;SÜLEYMAN KOÇ;OPR-2005;2025;12;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;23;3391;84.78;1;209;5.23;1;1;1;1;22.8;1.1;80;;;21.44;71.9;92.28;14.23
WO-202512-15630;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;1.8;33.5;0.876;0.0;0.0;0.0;0.694;113.1;İSMAİL ÖZDEMİR;OPR-2001;2025;12;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;32;4711;94.22;2;389;7.78;1;1;1;1;33.5;0.9;110;;;18.41;100.0;91.98;16.93
WO-202512-15631;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;5.6;52.9;0.413;0.0;0.0;0.0;1.021;81.6;OSMAN YILDIZ;OPR-2002;2025;12;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;50;4998;39.98;5;502;4.02;1;1;1;1;52.9;0.4;120;;;16.06;74.81;85.42;10.26
WO-202512-15632;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;0.0;10.3;0.511;0.0;0.0;0.0;0.201;128.7;MEHMET DEMİR;OPR-1002;2025;12;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;11;1554;12.43;0;96;0.77;1;1;1;1;10.3;0.5;130;;;7.8;95.39;95.87;7.14
WO-202512-15633;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.0;29.8;0.324;0.0;0.0;0.0;1.026;134.4;AHMET YILMAZ;OPR-1001;2025;12;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;28;8272;66.18;1;428;3.42;1;1;1;1;29.8;0.3;120;;;15.74;100.0;88.99;14.0
WO-202512-15634;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;3.1;55.7;0.435;0.0;0.0;0.0;0.885;105.2;MUSTAFA ŞAHİN;OPR-1003;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;56;5588;44.7;3;312;2.5;1;1;1;1;55.7;0.4;130;;;19.34;73.22;90.92;12.87
WO-202512-15635;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;3.1;35.6;0.837;0.0;0.0;0.0;1.904;97.5;SÜLEYMAN KOÇ;OPR-2005;2025;12;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;38;11138;222.76;3;1162;23.24;1;1;1;1;35.6;0.8;110;;;30.23;97.57;85.17;25.12
WO-202512-15636;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;3.9;42.8;0.648;0.0;0.0;0.0;6.365;28.4;OSMAN YILDIZ;OPR-2002;2025;12;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;44;10854;162.81;4;1146;17.19;1;1;1;1;42.8;0.6;45;;;85.05;59.18;89.69;45.14
WO-202512-15637;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;2.2;34.5;0.408;0.0;0.0;0.0;1.215;81.3;OSMAN YILDIZ;OPR-2002;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;30;5930;47.44;2;470;3.76;1;1;1;1;34.5;0.4;120;;;20.23;58.24;92.41;10.89
WO-202512-15638;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;1.1;45.6;0.863;0.0;0.0;0.0;4.885;44.0;HASAN AYDIN;OPR-2003;2025;12;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;43;12901;193.51;1;519;7.79;1;1;1;1;45.6;0.9;50;;;65.56;78.8;96.07;49.63
WO-202512-15639;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;1.0;18.6;0.831;0.0;0.0;0.0;0.787;60.4;SÜLEYMAN KOÇ;OPR-2005;2025;12;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;20;2853;71.33;1;297;7.43;1;1;1;1;18.6;0.8;80;;;18.87;71.98;90.28;12.26
WO-202512-15640;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;2.7;51.1;1.005;0.0;0.0;0.0;6.108;26.0;ALİ KAYA;OPR-1005;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;48;9513;142.69;3;687;10.3;1;1;1;1;51.1;1.0;40;;;99.68;72.68;88.07;63.8
WO-202512-15641;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;2.3;38.4;1.15;0.0;0.0;0.0;24.956;25.3;İBRAHİM ÖZTÜRK;OPR-2004;2025;12;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;38;37926;568.89;2;2074;31.11;1;1;1;1;38.4;1.1;40;;;100.0;59.11;86.28;51.0
WO-202512-15642;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;2.3;22.9;0.874;0.0;2.499;0.0;3.35;32.6;MUSTAFA ŞAHİN;OPR-1003;2025;12;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;22;6554;98.31;2;646;9.69;1;1;1;1;22.9;0.9;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);71.41;82.65;92.05;54.33
WO-202512-15643;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;1.1;13.4;0.934;0.0;0.0;0.0;0.292;79.6;MUSTAFA ŞAHİN;OPR-1003;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;14;1397;27.94;1;103;2.06;1;1;1;1;13.4;0.9;110;;;17.11;69.29;93.76;11.11
WO-202512-15644;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;1.0;23.6;1.007;0.0;0.0;0.0;1.618;44.1;MEHMET DEMİR;OPR-1002;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;22;4283;64.25;1;317;4.75;1;1;1;1;23.6;1.0;50;;;32.84;75.19;85.29;21.06
WO-202512-15645;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.9;52.8;0.527;0.0;0.0;0.0;0.821;97.8;MUSTAFA ŞAHİN;OPR-1003;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;49;4817;38.54;2;283;2.26;1;1;1;1;52.8;0.5;120;;;19.19;88.2;89.87;15.21
WO-202512-15646;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;3.4;36.6;0.666;0.0;0.0;0.0;1.244;52.7;İSMAİL ÖZDEMİR;OPR-2001;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;40;3932;58.98;3;368;5.52;1;1;1;1;36.6;0.7;50;;;22.44;100.0;94.48;21.2
WO-202512-15647;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;1.0;36.8;0.364;0.0;0.0;0.0;0.635;134.7;MEHMET DEMİR;OPR-1002;2025;12;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;35;5131;41.05;1;269;2.15;1;1;1;1;36.8;0.4;130;;;10.54;100.0;92.58;9.75
WO-202512-15648;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;0.0;10.5;0.487;0.0;0.0;0.0;0.242;124.0;İSMAİL ÖZDEMİR;OPR-2001;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;10;1801;14.41;0;199;1.59;1;1;1;1;10.5;0.5;120;;;8.24;100.0;89.73;7.39
WO-202512-15649;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;2.0;41.9;1.106;0.0;0.0;0.0;29.936;20.5;HÜSEYİN ÇELİK;OPR-1004;2025;12;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;47;36879;553.18;2;2321;34.81;1;1;1;1;41.9;1.1;40;;;100.0;50.52;90.94;45.94
WO-202512-15650;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;5.1;53.5;0.615;0.0;0.0;0.0;1.597;109.5;MUSTAFA ŞAHİN;OPR-1003;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;53;10488;83.9;5;1112;8.9;1;1;1;1;53.5;0.6;130;;;30.05;75.85;89.23;20.34
WO-202512-15651;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İZOLASYON EKSTRÜZYON;0.0;8.2;1.096;0.0;0.0;0.0;0.233;109.1;İSMAİL ÖZDEMİR;OPR-2001;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;8;1523;30.46;0;77;1.54;1;1;1;1;8.2;1.1;110;;;14.26;100.0;92.01;13.12
WO-202512-15652;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.9;24.5;0.323;0.0;0.0;0.0;0.33;109.5;MUSTAFA ŞAHİN;OPR-1003;2025;12;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;22;2165;17.32;2;235;1.88;1;1;1;1;24.5;0.3;130;;;8.77;74.79;85.33;5.6
WO-202512-15653;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;2.0;39.3;0.7;0.0;0.0;0.0;1.428;49.8;İSMAİL ÖZDEMİR;OPR-2001;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;43;4269;64.03;2;231;3.46;1;1;1;1;39.3;0.7;50;;;30.31;94.22;92.46;26.41
WO-202512-15654;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;2.1;21.5;0.866;0.0;0.0;0.0;0.787;73.3;HASAN AYDIN;OPR-2003;2025;12;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;24;3459;86.48;2;441;11.03;1;1;1;1;21.5;0.9;80;;;18.7;80.58;89.64;13.51
WO-202512-15655;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;3.4;52.9;0.893;0.0;0.0;0.0;7.243;33.2;MUSTAFA ŞAHİN;OPR-1003;2025;12;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;49;14430;216.45;3;1170;17.55;1;1;1;1;52.9;0.9;45;;;100.0;77.46;91.52;70.89
WO-202512-15656;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;2.9;37.8;1.77;0.0;0.0;0.0;3.249;12.2;HÜSEYİN ÇELİK;OPR-1004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;40;2380;226.1;3;200;19.0;1;1;1;1;37.8;1.8;30;;;59.44;38.78;85.96;19.81
WO-202512-15657;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;4.6;46.8;0.948;0.0;0.0;0.0;1.16;71.6;HASAN AYDIN;OPR-2003;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;50;4980;124.5;4;420;10.5;1;1;1;1;46.8;0.9;80;;;25.01;96.6;88.21;21.31
WO-202512-15658;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;0.9;8.9;1.71;0.0;0.0;0.0;0.598;16.2;HÜSEYİN ÇELİK;OPR-1004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;10;581;55.2;1;79;7.5;1;1;1;1;8.9;1.7;30;;;30.41;54.43;82.2;13.61
WO-202512-15659;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;5.4;44.9;1.036;0.0;2.253;0.0;2.95;39.8;AHMET YILMAZ;OPR-1001;2025;12;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;47;7047;105.7;6;903;13.54;1;1;1;1;44.9;1.0;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);72.39;87.81;87.63;55.7
WO-202512-15660;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;31.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;2.9;46.5;0.644;0.0;0.0;0.0;1.768;50.2;AHMET YILMAZ;OPR-1001;2025;12;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;54;5330;79.95;3;370;5.55;1;1;1;1;46.5;0.6;50;;;28.67;89.4;91.58;23.47
WO-202601-15661;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;1.9;39.7;0.824;0.0;0.0;0.0;0.854;112.9;MEHMET DEMİR;OPR-1002;2026;1;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;39;5786;115.72;2;364;7.28;1;1;1;1;39.7;0.8;110;;;24.53;100.0;92.23;22.62
WO-202601-15662;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;1.9;30.1;1.062;0.0;0.0;0.0;0.978;87.1;HASAN AYDIN;OPR-2003;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;35;5114;127.85;2;436;10.9;1;1;1;1;30.1;1.1;90;;;25.63;94.24;93.71;22.63
WO-202601-15663;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;4.0;48.7;0.872;0.0;0.0;0.0;8.221;30.7;SÜLEYMAN KOÇ;OPR-2005;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;50;15119;226.78;4;1351;20.27;1;1;1;1;48.7;0.9;40;;;100.0;84.2;85.13;71.68
WO-202601-15664;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;3.4;36.6;1.124;0.0;0.0;0.0;1.773;30.0;HASAN AYDIN;OPR-2003;2026;1;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;CU-ETP;Elektrolitik Bakır;40;3196;47.94;4;324;4.86;1;1;1;1;36.6;1.1;45;;;33.45;58.23;83.53;16.27
WO-202601-15665;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;0.0;8.2;0.83;0.0;0.0;0.0;0.394;34.7;MUSTAFA ŞAHİN;OPR-1003;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;9;821;12.31;0;79;1.19;1;1;1;1;8.2;0.8;45;;;14.39;65.68;87.95;8.31
WO-202601-15666;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.0;21.8;0.441;0.0;0.0;0.0;0.992;124.2;MEHMET DEMİR;OPR-1002;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;25;7392;59.14;1;408;3.26;1;1;1;1;21.8;0.4;120;;;16.61;100.0;90.99;15.11
WO-202601-15667;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;3.0;35.3;0.718;0.0;0.0;0.0;3.534;26.7;OSMAN YILDIZ;OPR-2002;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;38;5657;84.85;3;493;7.39;1;1;1;1;35.3;0.7;45;;;51.7;63.45;88.11;28.91
WO-202601-15668;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;1.7;38.8;2.025;0.0;0.0;0.0;2.663;14.5;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;39;2320;220.4;2;140;13.3;1;1;1;1;38.8;2.0;30;;;60.95;44.58;87.39;23.74
WO-202601-15669;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;4.4;51.4;0.846;0.0;0.0;0.0;4.458;39.1;ALİ KAYA;OPR-1005;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;53;10453;156.79;4;947;14.21;1;1;1;1;51.4;0.8;45;;;59.2;78.69;92.95;43.3
WO-202601-15670;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;0.0;7.7;2.089;0.0;0.0;0.0;0.507;13.9;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;8;423;40.19;0;57;5.42;1;1;1;1;7.7;2.1;30;;;27.51;39.93;86.03;9.45
WO-202601-15671;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.9;29.0;1.72;0.0;0.0;0.0;2.024;14.7;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;30;1789;169.96;2;131;12.45;1;1;1;1;29.0;1.7;30;;;52.13;44.34;89.45;20.68
WO-202601-15672;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;3.2;46.8;0.997;0.0;0.0;0.0;2.67;38.2;AHMET YILMAZ;OPR-1001;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;41;6112;91.68;3;488;7.32;1;1;1;1;46.8;1.0;45;;;42.84;72.53;90.6;28.15
